"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"ARWR","Arrowhead Research Corporation","5.1","53682600","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/arwr",
"ARTNA","Artesian Resources Corporation","19.42","149767040","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/artna",
"ARTC","ArthroCare Corporation","25","687825000","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/artc",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","8.82","35491680","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artw",
"ARUN","Aruba Networks, Inc.","22.18","2371441240","n/a","2007","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/arun",
"ASBB","ASB Bancorp, Inc.","11.91","66517350","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbb",
"ASNA","Ascena Retail Group, Inc.","37.92","2898415200","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/asna",
"ASCMA","Ascent Capital Group, Inc.","49.46","667116480","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ascma",
"ASTI","Ascent Solar Technologies, Inc.","0.83","32331820","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/asti",
"AERL","Asia Entertainment & Resources Ltd","6.96","270075840","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/aerl",
"APWC","Asia Pacific Wire & Cable Corporation Limited","3.13","43291030","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/apwc",
"ASIA","AsiaInfo-Linkage, Inc.","11.7","841698000","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/asia",
"ASMI","ASM International N.V.","37.58","2080879760","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asmi",
"ASML","ASML Holding N.V.","46.66","19508452680","n/a","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asml",
"AZPN","Aspen Technology, Inc.","21.6","2028434400","n/a","1994","Technology","EDP Services","http://www.nasdaq.com/symbol/azpn",
"APPY","AspenBio Pharma, Inc.","0.71","5699880","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/appy",
"AACC","Asset Acceptance Capital Corp.","4.52","138696200","n/a","2004","Finance","Finance Companies","http://www.nasdaq.com/symbol/aacc",
"ASBC","Associated Banc-Corp","13.19","2302208980","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asbc",
"ASBCW","Associated Banc-Corp","1.77","7049910","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asbcw",
"ASFI","Asta Funding, Inc.","7.64","111819040","n/a","1995","Finance","Finance Companies","http://www.nasdaq.com/symbol/asfi",
"ATEA","Astea International, Inc.","4.55","16229850","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atea",
"ASTE","Astec Industries, Inc.","36.46","827240940","n/a","1986","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/aste",
"ASTX","Astex Pharmaceuticals, Inc.","2.01","186692820","n/a","1993","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/astx",
"ALOT","Astro-Med, Inc.","8.1","59097600","n/a","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/alot",
"ATRO","Astronics Corporation","35.15","322852750","n/a","1972","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/atro",
"ASTC","Astrotech Corporation","0.74","14338980","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/astc",
"ASUR","Asure Software Inc","7.95","24525750","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/asur",
"ATAI","ATA Inc.","7","160055000","n/a","2008","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/atai",
"ATHN","athenahealth, Inc.","65.44","2311864320","n/a","1991","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/athn",
"AFCB","Athens Bancshares Corporation","13","35412000","n/a","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/afcb",
"ATHX","Athersys, Inc.","1.89","44422560","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/athx",
"AAME","Atlantic American Corporation","2.29","48719750","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aame",
"ACFC","Atlantic Coast Federal Corporation","2.25","5917500","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/acfc",
"ATNI","Atlantic Tele-Network, Inc.","40.27","620439890","n/a","1991","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atni",
"AAWW","Atlas Air Worldwide Holdings","45.96","1208839920","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/aaww",
"ATML","Atmel Corporation","10.73","4963730190","n/a","1991","Technology","Semiconductors","http://www.nasdaq.com/symbol/atml",
"ATMI","ATMI Inc.","23.14","733121480","n/a","1993","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/atmi",
"ATPG","ATP Oil & Gas Corporation","7.37","380432030","n/a","2001","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/atpg",
"ATRC","AtriCure, Inc.","9.95","161667600","n/a","1979","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrc",
"ATRI","ATRION Corporation","246.99","497931840","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atri",
"AUBN","Auburn National Bancorporation, Inc.","20.25","73770750","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/aubn",
"AUDC","AudioCodes Ltd.","3.75","154511250","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/audc",
"AAC","Australia Acquisition Corp.","9.85","84050050","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/aac",
"AACOU","Australia Acquisition Corp.","10","64000000","n/a","2010","Finance","Business Services","http://www.nasdaq.com/symbol/aacou",
"AACOW","Australia Acquisition Corp.","0.38","5472000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/aacow",
"AUTH","AuthenTec, Inc.","3.75","164670000","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/auth",
"ADAT","Authentidate Holding Corp.","0.705","36839070","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adat",
"ABTL","Autobytel Inc.","1.05","48428100","n/a","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/abtl",
"ADSK","Autodesk, Inc.","38.91","8817589650","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adsk",
"ADP","Automatic Data Processing, Inc.","54.25","26511866500","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adp",
"AMAP","AutoNavi Holdings Limited","11.66","570768660","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amap",
"AUXL","Auxilium Pharmaceuticals, Inc.","20.01","962761140","n/a","2004","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/auxl",
"AVGO","Avago Technologies Limited","35.24","8664811200","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/avgo",
"AVNR","Avanir Pharmaceuticals, Inc.","2.97","368832420","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/avnr",
"AVEO","AVEO Pharmaceuticals, Inc.","13.76","594445760","n/a","2010","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aveo",
"AVII","AVI BioPharma, Inc.","1.06","143887580","n/a","1997","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/avii",
"AVNW","Aviat Networks, Inc.","2.82","172637580","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/avnw",
"AVID","Avid Technology, Inc.","11.81","455925050","n/a","1993","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/avid",
"CAR","Avis Budget Group, Inc.","13.085","1374487655","n/a","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/car",
"AWRE","Aware, Inc.","4.25","87477750","n/a","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/awre",
"ACLS","Axcelis Technologies, Inc.","1.79","190590250","n/a","2000","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acls",
"AXTI","AXT Inc","5.32","170984800","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/axti",
"BCOM","B Communications Ltd.","11.17","333860130","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/bcom",
"BOSC","B.O.S. Better Online Solutions","0.8","2228800","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/bosc",
"BIDU","Baidu, Inc.","136.9","37099489300","n/a","2005","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/bidu",
"BCPC","Balchem Corporation","36.15","1047301650","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bcpc",
"BWINA","Baldwin & Lyons, Inc.","23.485","61601155","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwina",
"BWINB","Baldwin & Lyons, Inc.","21.99","268673820","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwinb",
"BLDP","Ballard Power Systems, Inc.","1.45","122300250","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bldp",
"BANF","BancFirst Corporation","41.2","623397200","n/a","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/banf",
"BANFP","BancFirst Corporation","28.35","28350000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banfp",
"BTFG","BancTrust Financial Group, Inc.","1.4","25176200","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/btfg",
"BKMU","Bank Mutual Corporation","4.41","203869890","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bkmu",
"BOCH","Bank of Commerce Holdings (CA)","3.99","67794090","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boch",
"BMRC","Bank of Marin Bancorp","38.8","206842800","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bmrc",
"BKSC","Bank of South Carolina Corp.","10.65","47328600","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bksc",
"BCAR","Bank of the Carolinas Corporation","0.44","1714680","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bcar",
"BOTJ","Bank of the James Financial Group, Inc.","4.82","16021680","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/botj",
"OZRK","Bank of the Ozarks","29.75","1019740750","n/a","1997","Finance","Major Banks","http://www.nasdaq.com/symbol/ozrk",
"BOVA","Bank Of Virginia","0.81","9175680","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bova",
"BBXT","BankAtlantic Bancorp, Inc.","19","38000000","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bbxt",
"BFIN","BankFinancial Corporation","6.04","127280920","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bfin",
"BANR","Banner Corporation","20.43","351661590","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banr",
"BBSI","Barrett Business Services, Inc.","17.19","170043480","n/a","1993","Technology","Professional Services","http://www.nasdaq.com/symbol/bbsi",
"BSET","Bassett Furniture Industries, Incorporated","8.15","93211550","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/bset",
"MSDXP","BB&T Corporation","26.84","21472000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msdxp",
"BBCN","BBCN Bancorp, Inc.","10.56","823479360","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbcn",
"BCBP","BCB Bancorp, Inc. (NJ)","10.19","100177890","n/a","2005","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bcbp",
"BCDS","BCD Semiconductor Manufacturing Limited","5.07","93475590","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/bcds",
"BCSB","BCSB Bancorp, Inc.","13.9","44368800","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bcsb",
"BEAV","BE Aerospace, Inc.","46.09","4753768690","n/a","1990","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/beav",
"BFED","Beacon Federal Bancorp, Inc.","13.9","87166900","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bfed",
"BECN","Beacon Roofing Supply, Inc.","23.83","1099921310","n/a","2004","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/becn",
"BBGI","Beasley Broadcast Group, Inc.","3.35","20461800","n/a","2000","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/bbgi",
"BEBE","bebe stores, inc.","9.02","759069080","n/a","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/bebe",
"BBBY","Bed Bath & Beyond Inc.","59.47","14548978680","n/a","1992","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/bbby",
"BELFA","Bel Fuse Inc.","20.99","45653250","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/belfa",
"BELFB","Bel Fuse Inc.","19.53","188249670","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/belfb",
"BNCL","Beneficial Mutual Bancorp, Inc.","8.91","716364000","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bncl",
"BNHN","Benihana Inc.","11.48","205273880","n/a","1987","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bnhn",
"BERK","Berkshire Bancorp, Inc.","7.41","107022630","n/a","1972","Finance","Major Banks","http://www.nasdaq.com/symbol/berk",
"BHLB","Berkshire Hills Bancorp, Inc.","23.4","494769600","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/bhlb",
"BGMD","BG Medicine, Inc.","7.9","153844600","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/bgmd",
"BGCP","BGC Partners, Inc.","6.74","636262740","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/bgcp",
"BIDZ","Bidz.com, Inc.","0.5","9693500","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bidz",
"BGFV","Big 5 Sporting Goods Corporation","8.9","195764400","n/a","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/bgfv",
"BASI","Bioanalytical Systems, Inc.","1.2","8367600","n/a","1997","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/basi",
"BIOC","BioClinica, Inc","5.55","86913000","n/a","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/bioc",
"BCRX","BioCryst Pharmaceuticals, Inc.","4.52","204362760","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bcrx",
"BIOD","Biodel Inc.","0.6878","26552519","n/a","2007","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/biod",
"BDSI","BioDelivery Sciences International, Inc.","2.34","69175080","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bdsi",
"BIOF","BioFuel Energy Corp.","0.635","66225420","n/a","2007","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/biof",
"BIIB","Biogen Idec Inc","116.45","28287684650","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/biib",
"BLTI","BioLase Technology, Inc.","2.96","83803520","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/blti",
"BLRX","BioLineRx Ltd.","3.64","44983120","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/blrx",
"BMRN","BioMarin Pharmaceutical Inc.","36.2","4134546800","n/a","1999","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bmrn",
"BMTI","BioMimetic Therapeutics, Inc.","2.17","60883690","n/a","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/bmti",
"BRLI","Bio-Reference Laboratories, Inc.","19.39","541950500","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/brli",
